,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał
2332,28 Lip 2017,18:00,17/18,Bruk-Bet T.,1,1,Zagłębie Lubin,2.75,3.15,2.65,Remis
2333,24 Lip 2017,18:00,17/18,Zagłębie Lubin,1,0,Śląsk Wrocław,2.1,3.25,3.55,Wygrali gospodarze
2334,23 Lip 2017,18:00,17/18,Jagiellonia Białystok,2,1,Górnik Zabrze,1.8,3.55,4.3,Wygrali gospodarze
2335,23 Lip 2017,15:30,17/18,Wisła Płock,1,0,Lech Poznań,3.55,3.4,2,Wygrali gospodarze
2336,22 Lip 2017,20:30,17/18,Legia Warszawa,1,1,Korona Kielce,1.27,5.5,10.5,Remis
2337,22 Lip 2017,18:00,17/18,Lechia Gdańsk,0,1,Cracovia,1.57,3.8,6.1,Wygrali goście
2338,22 Lip 2017,15:30,17/18,Piast Gliwice,1,2,Pogoń Szczecin,2.15,3.2,3.35,Wygrali goście
2339,21 Lip 2017,20:30,17/18,Wisła Kraków,1,0,Bruk-Bet T.,1.71,3.6,4.7,Wygrali gospodarze
2340,21 Lip 2017,18:00,17/18,Sandecja Nowy Sącz,0,0,Arka Gdynia,2.4,3.15,2.98,Remis
2341,17 Lip 2017,18:00,17/18,Korona Kielce,0,1,Zagłębie Lubin,3.2,3.2,2.22,Wygrali goście
2342,16 Lip 2017,18:00,17/18,Lech Poznań,0,0,Sandecja Nowy Sącz,1.4,4.45,7.7,Remis
2343,16 Lip 2017,15:30,17/18,Arka Gdynia,2,0,Śląsk Wrocław,2.65,3.15,2.65,Wygrali gospodarze
2344,16 Lip 2017,15:30,17/18,Bruk-Bet T.,0,1,Jagiellonia Białystok,2.7,3.12,2.65,Wygrali goście
2345,15 Lip 2017,20:30,17/18,Górnik Zabrze,3,1,Legia Warszawa,4.75,3.8,1.66,Wygrali gospodarze
2346,15 Lip 2017,18:00,17/18,Cracovia,1,1,Piast Gliwice,2.2,3.3,3.15,Remis
2347,14 Lip 2017,20:30,17/18,Pogoń Szczecin,1,2,Wisła Kraków,2.4,3.15,2.95,Wygrali goście
2348,14 Lip 2017,18:00,17/18,Wisła Płock,0,2,Lechia Gdańsk,3.55,3.15,2.1,Wygrali goście
2349,04 Cze 2017 - Grupa mistrzowska,18:00,16/17,Jagiellonia Białystok,2,2,Lech Poznań,2.6,3.1,2.7,Remis
2350,04 Cze 2017 - Grupa mistrzowska,18:00,16/17,Legia Warszawa,0,0,Lechia Gdańsk,1.69,3.75,4.6,Remis
2351,04 Cze 2017 - Grupa mistrzowska,18:00,16/17,Pogoń Szczecin,3,0,Korona Kielce,2.75,3.15,2.6,Wygrali gospodarze
2352,04 Cze 2017 - Grupa mistrzowska,18:00,16/17,Wisła Kraków,1,2,Bruk-Bet T.,1.58,3.75,5.55,Wygrali goście
2353,02 Cze 2017,20:30,16/17,Cracovia,0,1,Piast Gliwice,2.3,3.2,3,Wygrali goście
2354,02 Cze 2017,20:30,16/17,Ruch Chorzów,2,2,Górnik Łęczna,3.85,3.8,1.82,Remis
2355,02 Cze 2017,20:30,16/17,Wisła Płock,0,3,Śląsk Wrocław,2.6,3.15,2.7,Wygrali goście
2356,02 Cze 2017,20:30,16/17,Zagłębie Lubin,1,3,Arka Gdynia,3.3,4.1,1.85,Wygrali goście
2357,28 Maj 2017,18:00,16/17,Korona Kielce,0,1,Legia Warszawa,7,4.2,1.45,Wygrali goście
2358,28 Maj 2017,18:00,16/17,Lech Poznań,2,1,Wisła Kraków,1.45,4.15,7.5,Wygrali gospodarze
2359,28 Maj 2017,18:00,16/17,Lechia Gdańsk,4,0,Pogoń Szczecin,1.28,5.35,9.9,Wygrali gospodarze
2360,28 Maj 2017,18:00,16/17,Bruk-Bet T.,1,2,Jagiellonia Białystok,8.7,3.9,1.45,Wygrali goście
2361,27 Maj 2017,18:00,16/17,Arka Gdynia,1,1,Ruch Chorzów,1.65,3.85,5.1,Remis
2362,27 Maj 2017,18:00,16/17,Górnik Łęczna,1,3,Zagłębie Lubin,2.1,3.35,3.25,Wygrali goście
2363,27 Maj 2017,18:00,16/17,Piast Gliwice,4,0,Wisła Płock,2.1,3.25,3.45,Wygrali gospodarze
2364,27 Maj 2017,18:00,16/17,Śląsk Wrocław,2,0,Cracovia,2.25,3.15,3.25,Wygrali gospodarze
2365,22 Maj 2017,18:00,16/17,Bruk-Bet T.,0,2,Korona Kielce,2.8,3.05,2.65,Wygrali goście
2366,21 Maj 2017,18:00,16/17,Jagiellonia Białystok,0,0,Legia Warszawa,3.8,3.3,1.92,Remis
2367,21 Maj 2017,15:30,16/17,Lech Poznań,0,0,Lechia Gdańsk,1.86,3.3,4.15,Remis
2368,20 Maj 2017,20:30,16/17,Wisła Kraków,4,0,Pogoń Szczecin,1.73,3.55,4.75,Wygrali gospodarze
2369,20 Maj 2017,18:00,16/17,Piast Gliwice,2,1,Górnik Łęczna,2.05,3.32,3.65,Wygrali gospodarze
2370,20 Maj 2017,15:30,16/17,Wisła Płock,1,2,Zagłębie Lubin,2.6,3,2.85,Wygrali goście
2371,19 Maj 2017,20:30,16/17,Cracovia,2,0,Ruch Chorzów,1.6,3.85,5.3,Wygrali gospodarze
2372,19 Maj 2017,18:00,16/17,Śląsk Wrocław,4,1,Arka Gdynia,2.02,3.2,3.72,Wygrali gospodarze
2373,17 Maj 2017,20:30,16/17,Legia Warszawa,2,0,Lech Poznań,2.12,3.15,3.5,Wygrali gospodarze
2374,17 Maj 2017,20:30,16/17,Pogoń Szczecin,1,1,Bruk-Bet T.,1.85,3.4,4.15,Remis
2375,17 Maj 2017,18:00,16/17,Korona Kielce,3,2,Wisła Kraków,2.32,3.15,3.1,Wygrali gospodarze
2376,17 Maj 2017,18:00,16/17,Lechia Gdańsk,4,0,Jagiellonia Białystok,2.35,3.15,3.05,Wygrali gospodarze
2377,16 Maj 2017,20:30,16/17,Ruch Chorzów,0,3,Piast Gliwice,2.6,3.15,2.7,Wygrali goście
2378,16 Maj 2017,20:30,16/17,Zagłębie Lubin,2,0,Śląsk Wrocław,2.35,3.15,3.1,Wygrali gospodarze
2379,16 Maj 2017,18:00,16/17,Arka Gdynia,0,1,Wisła Płock,2.2,3.2,3.25,Wygrali goście
2380,16 Maj 2017,18:00,16/17,Górnik Łęczna,3,0,Cracovia,2.6,3.15,2.7,Wygrali gospodarze
2381,14 Maj 2017,18:00,16/17,Legia Warszawa,6,0,Bruk-Bet T.,1.3,5.1,9,Wygrali gospodarze
2382,14 Maj 2017,15:30,16/17,Lech Poznań,2,0,Pogoń Szczecin,1.4,4.25,7.75,Wygrali gospodarze
2383,14 Maj 2017,15:30,16/17,Lechia Gdańsk,0,0,Korona Kielce,1.53,3.85,6.6,Remis
2384,13 Maj 2017,20:30,16/17,Wisła Płock,1,1,Cracovia,2.42,3.15,3.05,Remis
2385,13 Maj 2017,18:00,16/17,Śląsk Wrocław,6,0,Ruch Chorzów,2.15,3.3,3.4,Wygrali gospodarze
2386,13 Maj 2017,15:30,16/17,Jagiellonia Białystok,2,0,Wisła Kraków,1.85,3.45,4.1,Wygrali gospodarze
2387,12 Maj 2017,20:30,16/17,Arka Gdynia,1,0,Górnik Łęczna,2.32,3.15,3.2,Wygrali gospodarze
2388,12 Maj 2017,18:00,16/17,Zagłębie Lubin,3,1,Piast Gliwice,2.25,2.9,2.7,Wygrali gospodarze
2389,08 Maj 2017,18:00,16/17,Cracovia,2,0,Arka Gdynia,1.87,3.4,4.15,Wygrali gospodarze
2390,07 Maj 2017,18:00,16/17,Pogoń Szczecin,0,2,Legia Warszawa,4.05,3.35,1.85,Wygrali goście
2391,07 Maj 2017,15:30,16/17,Bruk-Bet T.,0,3,Lech Poznań,4.6,3.5,1.77,Wygrali goście
2392,06 Maj 2017,20:30,16/17,Wisła Kraków,0,1,Lechia Gdańsk,2.45,3.1,2.9,Wygrali goście
2393,06 Maj 2017,18:00,16/17,Górnik Łęczna,2,3,Wisła Płock,2.5,3.1,2.85,Wygrali goście
2394,06 Maj 2017,15:30,16/17,Piast Gliwice,2,0,Śląsk Wrocław,2.5,3.1,2.9,Wygrali gospodarze
2395,05 Maj 2017,20:30,16/17,Korona Kielce,1,1,Jagiellonia Białystok,3.35,3.15,2.18,Remis
2396,05 Maj 2017,18:00,16/17,Ruch Chorzów,1,1,Zagłębie Lubin,2.77,3.1,2.57,Remis
2397,01 Maj 2017,18:00,16/17,Zagłębie Lubin,2,2,Cracovia,2.2,3.2,3.35,Remis
2398,30 Kwi 2017,18:00,16/17,Legia Warszawa,1,1,Wisła Kraków,1.5,4.1,6.3,Remis
2399,30 Kwi 2017 - Grupa mistrzowska,15:30,16/17,Jagiellonia Białystok,1,0,Pogoń Szczecin,1.85,3.3,4.25,Wygrali gospodarze
2400,29 Kwi 2017,20:30,16/17,Lechia Gdańsk,2,0,Bruk-Bet T.,1.61,3.75,5.75,Wygrali gospodarze
2401,29 Kwi 2017,18:00,16/17,Śląsk Wrocław,0,2,Górnik Łęczna,1.93,3.4,3.9,Wygrali goście
2402,29 Kwi 2017,15:30,16/17,Wisła Płock,1,1,Ruch Chorzów,1.63,3.6,5.4,Remis
2403,28 Kwi 2017,20:30,16/17,Lech Poznań,3,2,Korona Kielce,1.33,4.7,10,Wygrali gospodarze
2404,28 Kwi 2017,18:00,16/17,Arka Gdynia,1,1,Piast Gliwice,2.15,3.2,3.35,Remis
2405,22 Kwi 2017,18:00,16/17,Arka Gdynia,1,1,Wisła Płock,2.5,3.1,2.75,Remis
2406,22 Kwi 2017,18:00,16/17,Cracovia,1,2,Legia Warszawa,3.85,3.25,1.9,Wygrali goście
2407,22 Kwi 2017,18:00,16/17,Górnik Łęczna,3,1,Wisła Kraków,3.3,3.15,2.2,Wygrali gospodarze
2408,22 Kwi 2017,18:00,16/17,Korona Kielce,0,1,Bruk-Bet T.,2.07,3.35,3.75,Wygrali goście
2409,22 Kwi 2017,18:00,16/17,Lech Poznań,3,0,Ruch Chorzów,1.32,4.8,10,Wygrali gospodarze
2410,22 Kwi 2017,18:00,16/17,Piast Gliwice,0,1,Jagiellonia Białystok,3.2,3.15,2.2,Wygrali goście
2411,22 Kwi 2017,18:00,16/17,Pogoń Szczecin,3,1,Lechia Gdańsk,2.7,3.05,2.7,Wygrali gospodarze
2412,22 Kwi 2017,18:00,16/17,Zagłębie Lubin,1,1,Śląsk Wrocław,1.92,3.2,4.15,Remis
2413,17 Kwi 2017,18:00,16/17,Lechia Gdańsk,2,1,Arka Gdynia,1.52,3.8,6,Wygrali gospodarze
2414,17 Kwi 2017,18:00,16/17,Wisła Kraków,1,0,Zagłębie Lubin,2,3.15,3.7,Wygrali gospodarze
2415,17 Kwi 2017,15:30,16/17,Legia Warszawa,0,0,Korona Kielce,1.28,4.8,11,Remis
2416,17 Kwi 2017,15:30,16/17,Bruk-Bet T.,1,0,Piast Gliwice,2.17,3.1,3.35,Wygrali gospodarze
2417,15 Kwi 2017,20:30,16/17,Wisła Płock,0,3,Lech Poznań,3.4,3.15,2.05,Wygrali goście
2418,15 Kwi 2017,18:00,16/17,Jagiellonia Białystok,0,0,Cracovia,1.75,3.4,4.5,Remis
2419,15 Kwi 2017,15:30,16/17,Ruch Chorzów,1,2,Pogoń Szczecin,2.65,3.1,2.6,Wygrali goście
2420,15 Kwi 2017,15:30,16/17,Śląsk Wrocław,2,2,Górnik Łęczna,1.82,3.3,4.4,Remis
2421,10 Kwi 2017,18:00,16/17,Korona Kielce,1,0,Ruch Chorzów,2.2,3.1,3.25,Wygrali gospodarze
2422,09 Kwi 2017,18:00,16/17,Lech Poznań,1,2,Legia Warszawa,2.7,3.05,2.7,Wygrali goście
2423,09 Kwi 2017,15:30,16/17,Piast Gliwice,1,1,Lechia Gdańsk,3.35,3.1,2.15,Remis
2424,08 Kwi 2017,20:30,16/17,Bruk-Bet T.,2,3,Wisła Kraków,2.7,3.1,2.55,Wygrali goście
2425,08 Kwi 2017,18:00,16/17,Pogoń Szczecin,5,1,Arka Gdynia,1.95,3.2,3.8,Wygrali gospodarze
2426,08 Kwi 2017,15:30,16/17,Górnik Łęczna,2,3,Wisła Płock,2.65,3.1,2.65,Wygrali goście
2427,07 Kwi 2017,20:30,16/17,Zagłębie Lubin,3,4,Jagiellonia Białystok,2.7,3.05,2.67,Wygrali goście
2428,07 Kwi 2017,18:00,16/17,Cracovia,1,0,Śląsk Wrocław,2.25,3.1,3.25,Wygrali gospodarze
2429,03 Kwi 2017,18:00,16/17,Ruch Chorzów,0,0,Piast Gliwice,2.2,3.1,3.25,Remis
2430,02 Kwi 2017,18:00,16/17,Lechia Gdańsk,1,0,Zagłębie Lubin,1.9,3.25,4.2,Wygrali gospodarze
2431,02 Kwi 2017,15:30,16/17,Jagiellonia Białystok,1,0,Bruk-Bet T.,1.65,3.55,5.4,Wygrali gospodarze
2432,01 Kwi 2017,20:30,16/17,Legia Warszawa,2,0,Pogoń Szczecin,1.4,4.4,8.2,Wygrali gospodarze
2433,01 Kwi 2017,18:00,16/17,Wisła Płock,4,1,Cracovia,2.18,3.1,3.25,Wygrali gospodarze
2434,01 Kwi 2017,15:30,16/17,Arka Gdynia,2,4,Górnik Łęczna,1.8,3.35,4.45,Wygrali goście
2435,31-Mar-17,20:30,16/17,Wisła Kraków,0,0,Lech Poznań,3.15,3.1,2.27,Remis
2436,31-Mar-17,18:00,16/17,Śląsk Wrocław,3,0,Korona Kielce,2.2,3.1,3.35,Wygrali gospodarze
2437,19-Mar-17,18:00,16/17,Lechia Gdańsk,1,2,Legia Warszawa,3.05,3.1,2.28,Wygrali goście
2438,19-Mar-17,15:30,16/17,Korona Kielce,3,0,Cracovia,2.63,3.1,2.6,Wygrali gospodarze
2439,19-Mar-17,15:30,16/17,Lech Poznań,0,0,Górnik Łęczna,1.23,5.5,13.5,Remis
2440,18-Mar-17,20:30,16/17,Pogoń Szczecin,0,0,Jagiellonia Białystok,2.7,3.1,2.65,Remis
2441,18-Mar-17,18:00,16/17,Zagłębie Lubin,0,1,Ruch Chorzów,1.87,3.3,4.1,Wygrali goście
2442,18-Mar-17,15:30,16/17,Piast Gliwice,3,2,Arka Gdynia,2.57,3.1,2.7,Wygrali gospodarze
2443,17-Mar-17,20:30,16/17,Wisła Kraków,3,2,Wisła Płock,1.82,3.3,4.25,Wygrali gospodarze
2444,17-Mar-17,18:00,16/17,Bruk-Bet T.,1,2,Śląsk Wrocław,2.22,3.1,3.25,Wygrali goście
2445,13-Mar-17,18:00,16/17,Cracovia,1,1,Zagłębie Lubin,2.27,3.1,3.1,Remis
2446,12-Mar-17,18:00,16/17,Legia Warszawa,1,0,Wisła Kraków,1.58,3.75,5.8,Wygrali gospodarze
2447,12-Mar-17,15:30,16/17,Górnik Łęczna,2,2,Pogoń Szczecin,2.95,3.1,2.35,Remis
2448,11-Mar-17,20:30,16/17,Jagiellonia Białystok,4,1,Korona Kielce,1.57,3.6,5.8,Wygrali gospodarze
2449,11-Mar-17,18:00,16/17,Ruch Chorzów,2,1,Lechia Gdańsk,3.25,3.1,2.2,Wygrali gospodarze
2450,11-Mar-17,15:30,16/17,Wisła Płock,1,0,Bruk-Bet T.,2.35,3.05,3.05,Wygrali gospodarze
2451,10-Mar-17,20:30,16/17,Arka Gdynia,1,4,Lech Poznań,4,3.2,1.95,Wygrali goście
2452,10-Mar-17,18:10,16/17,Śląsk Wrocław,3,4,Piast Gliwice,2.05,3.15,3.55,Wygrali goście
2453,07-Mar-17,18:00,16/17,Górnik Łęczna,0,1,Zagłębie Lubin,3.1,3.1,2.3,Wygrali goście
2454,06-Mar-17,18:00,16/17,Pogoń Szczecin,1,1,Wisła Płock,1.95,3.2,3.9,Remis
2455,05-Mar-17,18:00,16/17,Lech Poznań,1,0,Lechia Gdańsk,1.9,3.2,4.25,Wygrali gospodarze
2456,05-Mar-17,15:30,16/17,Jagiellonia Białystok,4,1,Śląsk Wrocław,1.65,3.55,5.3,Wygrali gospodarze
2457,04-Mar-17,20:30,16/17,Piast Gliwice,1,2,Wisła Kraków,3,3.15,2.3,Wygrali goście
2458,04-Mar-17,18:00,16/17,Bruk-Bet T.,0,0,Ruch Chorzów,2.12,3.1,3.45,Remis
2459,04-Mar-17,15:30,16/17,Cracovia,1,1,Arka Gdynia,1.95,3.2,3.8,Remis
2460,03-Mar-17,20:30,16/17,Zagłębie Lubin,1,3,Legia Warszawa,3.5,3.15,2.1,Wygrali goście
2461,03-Mar-17,18:00,16/17,Korona Kielce,2,1,Górnik Łęczna,1.92,3.2,4.05,Wygrali gospodarze
2462,27 Lut 2017,18:00,16/17,Ruch Chorzów,2,0,Śląsk Wrocław,2.7,3.05,2.65,Wygrali gospodarze
2463,26 Lut 2017,18:00,16/17,Legia Warszawa,1,1,Bruk-Bet T.,1.38,4.4,8.2,Remis
2464,26 Lut 2017,15:30,16/17,Górnik Łęczna,1,0,Piast Gliwice,2.45,3.1,2.8,Wygrali gospodarze
2465,25 Lut 2017,20:30,16/17,Wisła Kraków,3,1,Jagiellonia Białystok,2.68,3.05,2.67,Wygrali gospodarze
2466,25 Lut 2017,18:00,16/17,Lechia Gdańsk,4,2,Cracovia,1.8,3.3,4.4,Wygrali gospodarze
2467,25 Lut 2017,15:30,16/17,Wisła Płock,2,1,Zagłębie Lubin,2.7,3.05,2.7,Wygrali gospodarze
2468,24 Lut 2017,20:30,16/17,Pogoń Szczecin,0,3,Lech Poznań,3.35,3.1,2.2,Wygrali goście
2469,24 Lut 2017,18:00,16/17,Arka Gdynia,4,1,Korona Kielce,2.27,3.05,3.2,Wygrali gospodarze
2470,20 Lut 2017,18:00,16/17,Zagłębie Lubin,1,0,Arka Gdynia,2,3.15,3.7,Wygrali gospodarze
2471,19 Lut 2017,18:00,16/17,Legia Warszawa,1,3,Ruch Chorzów,1.27,5,13,Wygrali goście
2472,19 Lut 2017,15:30,16/17,Cracovia,1,1,Pogoń Szczecin,2.32,3.1,3.05,Remis
2473,18 Lut 2017,20:30,16/17,Piast Gliwice,0,3,Lech Poznań,4.5,3.4,1.75,Wygrali goście
2474,18 Lut 2017,18:00,16/17,Śląsk Wrocław,1,0,Wisła Kraków,2.55,3.1,2.7,Wygrali gospodarze
2475,18 Lut 2017,15:30,16/17,Korona Kielce,4,2,Wisła Płock,2.5,3.05,2.85,Wygrali gospodarze
2476,17 Lut 2017,20:30,16/17,Bruk-Bet T.,1,1,Lechia Gdańsk,3.35,3.15,2.17,Remis
2477,17 Lut 2017,18:00,16/17,Jagiellonia Białystok,5,0,Górnik Łęczna,1.61,3.6,5.5,Wygrali gospodarze
2478,13 Lut 2017,18:00,16/17,Pogoń Szczecin,2,1,Piast Gliwice,1.8,3.33,4.45,Wygrali gospodarze
2479,12 Lut 2017,18:00,16/17,Lechia Gdańsk,3,0,Jagiellonia Białystok,2.08,3.18,3.61,Wygrali gospodarze
2480,12 Lut 2017,15:30,16/17,Wisła Płock,1,1,Śląsk Wrocław,2.23,3.1,3.3,Remis
2481,11 Lut 2017,20:30,16/17,Arka Gdynia,0,1,Legia Warszawa,4.66,3.5,1.75,Wygrali goście
2482,11 Lut 2017,18:00,16/17,Wisła Kraków,2,0,Korona Kielce,1.81,3.35,4.42,Wygrali gospodarze
2483,10 Lut 2017,20:30,16/17,Lech Poznań,3,0,Bruk-Bet T.,1.76,3.53,4.54,Wygrali gospodarze
2484,10 Lut 2017,18:00,16/17,Ruch Chorzów,0,1,Cracovia,2.92,3.1,2.43,Wygrali goście
2485,19 Gru 2016,18:00,16/17,Zagłębie Lubin,2,1,Piast Gliwice,1.75,3.35,4.39,Wygrali gospodarze
2486,18 Gru 2016,18:00,16/17,Legia Warszawa,5,0,Górnik Łęczna,1.21,5.5,11.96,Wygrali gospodarze
2487,18 Gru 2016,15:30,16/17,Śląsk Wrocław,0,2,Arka Gdynia,2.34,3.05,2.95,Wygrali goście
2488,17 Gru 2016,20:30,16/17,Cracovia,1,1,Lech Poznań,2.84,3.05,2.43,Remis
2489,17 Gru 2016,18:00,16/17,Jagiellonia Białystok,1,2,Wisła Płock,1.75,3.45,4.25,Wygrali goście
2490,17 Gru 2016,15:30,16/17,Korona Kielce,2,0,Lechia Gdańsk,3.46,3.1,2.05,Wygrali gospodarze
2491,16 Gru 2016,20:30,16/17,Ruch Chorzów,1,0,Wisła Kraków,3.25,3.08,2.15,Wygrali gospodarze
2492,16 Gru 2016,18:00,16/17,Bruk-Bet T.,2,0,Pogoń Szczecin,2.59,2.97,2.69,Wygrali gospodarze
2493,12 Gru 2016,18:00,16/17,Arka Gdynia,2,3,Jagiellonia Białystok,2.92,3,2.38,Wygrali goście
2494,11 Gru 2016,18:00,16/17,Piast Gliwice,1,5,Legia Warszawa,5.35,3.65,1.59,Wygrali goście
2495,11 Gru 2016,15:30,16/17,Lech Poznań,1,0,Korona Kielce,1.5,3.78,6.3,Wygrali gospodarze
2496,10 Gru 2016,20:30,16/17,Wisła Kraków,1,1,Cracovia,2.25,3.05,3.09,Remis
2497,10 Gru 2016,18:00,16/17,Wisła Płock,4,3,Ruch Chorzów,2.08,3.05,3.45,Wygrali gospodarze
2498,10 Gru 2016,15:30,16/17,Górnik Łęczna,3,0,Bruk-Bet T.,2.69,2.97,2.58,Wygrali gospodarze
2499,09 Gru 2016,20:30,16/17,Lechia Gdańsk,3,0,Śląsk Wrocław,1.69,3.43,4.69,Wygrali gospodarze
2500,09 Gru 2016,18:00,16/17,Pogoń Szczecin,1,1,Zagłębie Lubin,2.13,3.05,3.34,Remis
2501,05 Gru 2016,18:00,16/17,Ruch Chorzów,1,2,Arka Gdynia,2.35,3,2.95,Wygrali goście
2502,04 Gru 2016,18:00,16/17,Jagiellonia Białystok,2,1,Lech Poznań,2.73,3,2.53,Wygrali gospodarze
2503,04 Gru 2016,15:30,16/17,Cracovia,1,1,Górnik Łęczna,1.71,3.43,4.51,Remis
2504,03 Gru 2016,20:30,16/17,Wisła Kraków,3,0,Lechia Gdańsk,2.68,3.05,2.53,Wygrali gospodarze
2505,03 Gru 2016,18:00,16/17,Śląsk Wrocław,1,1,Pogoń Szczecin,2.58,2.97,2.68,Remis
2506,03 Gru 2016,15:30,16/17,Piast Gliwice,1,0,Korona Kielce,2.3,3.1,2.95,Wygrali gospodarze
2507,02 Gru 2016,20:30,16/17,Legia Warszawa,2,2,Wisła Płock,1.34,4.25,9.03,Remis
2508,02 Gru 2016,18:00,16/17,Bruk-Bet T.,0,1,Zagłębie Lubin,2.44,2.97,2.85,Wygrali goście
2509,28 Lis 2016,18:00,16/17,Lechia Gdańsk,3,0,Górnik Łęczna,1.55,3.7,5.71,Wygrali gospodarze
2510,27 Lis 2016,18:00,16/17,Śląsk Wrocław,0,4,Legia Warszawa,4.44,3.4,1.73,Wygrali goście
2511,27 Lis 2016,15:30,16/17,Wisła Płock,0,0,Piast Gliwice,2.13,3.08,3.33,Remis
2512,26 Lis 2016,20:30,16/17,Wisła Kraków,5,1,Arka Gdynia,2.15,3.13,3.2,Wygrali gospodarze
2513,26 Lis 2016,18:00,16/17,Ruch Chorzów,1,2,Jagiellonia Białystok,3.33,3.05,2.14,Wygrali goście
2514,26 Lis 2016,15:30,16/17,Korona Kielce,4,1,Pogoń Szczecin,3.07,3.1,2.24,Wygrali gospodarze
2515,25 Lis 2016,20:30,16/17,Zagłębie Lubin,0,3,Lech Poznań,2.97,3.1,2.3,Wygrali goście
2516,25 Lis 2016,18:00,16/17,Cracovia,1,3,Bruk-Bet T.,1.86,3.28,3.9,Wygrali goście
2517,21 Lis 2016,18:00,16/17,Korona Kielce,2,1,Zagłębie Lubin,3.28,3.1,2.13,Wygrali gospodarze
2518,20 Lis 2016,18:00,16/17,Lech Poznań,3,0,Śląsk Wrocław,1.73,3.43,4.41,Wygrali gospodarze
2519,20 Lis 2016,15:30,16/17,Arka Gdynia,1,3,Bruk-Bet T.,2.2,3.05,3.18,Wygrali goście
2520,19 Lis 2016,20:30,16/17,Lechia Gdańsk,2,1,Wisła Płock,1.73,3.43,4.41,Wygrali gospodarze
2521,19 Lis 2016,18:00,16/17,Pogoń Szczecin,6,2,Wisła Kraków,1.92,3.23,3.76,Wygrali gospodarze
2522,19 Lis 2016,15:30,16/17,Górnik Łęczna,0,4,Ruch Chorzów,2.25,3.05,3.07,Wygrali goście
2523,18 Lis 2016,20:30,16/17,Jagiellonia Białystok,1,4,Legia Warszawa,3.08,3.05,2.26,Wygrali goście
2524,18 Lis 2016,18:00,16/17,Piast Gliwice,2,2,Cracovia,2.83,3,2.45,Remis
2525,06 Lis 2016,18:00,16/17,Legia Warszawa,2,0,Cracovia,1.55,3.58,5.76,Wygrali gospodarze
2526,06 Lis 2016,15:30,16/17,Śląsk Wrocław,2,1,Zagłębie Lubin,2.5,2.97,2.76,Wygrali gospodarze
2527,06 Lis 2016,15:30,16/17,Wisła Kraków,3,2,Górnik Łęczna,1.83,3.3,4.19,Wygrali gospodarze
2528,05 Lis 2016,20:30,16/17,Lechia Gdańsk,1,1,Pogoń Szczecin,1.85,3.28,3.97,Remis
2529,05 Lis 2016,18:00,16/17,Jagiellonia Białystok,2,0,Piast Gliwice,1.73,3.38,4.44,Wygrali gospodarze
2530,05 Lis 2016,15:30,16/17,Bruk-Bet T.,1,3,Korona Kielce,1.76,3.28,4.43,Wygrali goście
2531,04 Lis 2016,20:30,16/17,Ruch Chorzów,0,5,Lech Poznań,3.83,3.22,1.9,Wygrali goście
2532,04 Lis 2016,18:00,16/17,Wisła Płock,0,0,Arka Gdynia,2.45,3,2.83,Remis
2533,31 Paź 2016,18:00,16/17,Zagłębie Lubin,2,2,Wisła Kraków,2.2,3.05,3.18,Remis
2534,30 Paź 2016,18:00,16/17,Arka Gdynia,1,1,Lechia Gdańsk,2.7,3.03,2.53,Remis
2535,30 Paź 2016,15:30,16/17,Cracovia,1,3,Jagiellonia Białystok,2.25,3.1,3.02,Wygrali goście
2536,29 Paź 2016,20:30,16/17,Lech Poznań,2,0,Wisła Płock,1.67,3.45,4.73,Wygrali gospodarze
2537,29 Paź 2016,18:00,16/17,Pogoń Szczecin,2,1,Ruch Chorzów,1.8,3.3,4.18,Wygrali gospodarze
2538,29 Paź 2016,15:30,16/17,Górnik Łęczna,0,3,Śląsk Wrocław,2.63,2.95,2.66,Wygrali goście
2539,28 Paź 2016,20:30,16/17,Korona Kielce,2,4,Legia Warszawa,5.42,3.6,1.58,Wygrali goście
2540,28 Paź 2016,18:00,16/17,Piast Gliwice,2,1,Bruk-Bet T.,2.4,3.05,2.84,Wygrali gospodarze
2541,24 Paź 2016,18:00,16/17,Ruch Chorzów,4,0,Korona Kielce,2.31,3.03,3,Wygrali gospodarze
2542,23 Paź 2016,18:00,16/17,Jagiellonia Białystok,1,2,Zagłębie Lubin,2.22,3.15,3.06,Wygrali goście
2543,23 Paź 2016,15:30,16/17,Lechia Gdańsk,3,2,Piast Gliwice,1.65,3.53,4.8,Wygrali gospodarze
2544,22 Paź 2016,20:30,16/17,Legia Warszawa,2,1,Lech Poznań,1.88,3.25,3.9,Wygrali gospodarze
2545,22 Paź 2016,18:00,16/17,Śląsk Wrocław,2,2,Cracovia,2.56,3.03,2.65,Remis
2546,22 Paź 2016,15:30,16/17,Wisła Płock,1,2,Górnik Łęczna,1.92,3.2,3.79,Wygrali goście
2547,21 Paź 2016,20:30,16/17,Wisła Kraków,2,0,Bruk-Bet T.,1.98,3.2,3.6,Wygrali gospodarze
2548,21 Paź 2016,18:00,16/17,Arka Gdynia,0,3,Pogoń Szczecin,2.26,3.1,3,Wygrali goście
2549,17 Paź 2016,18:00,16/17,Korona Kielce,1,2,Śląsk Wrocław,2.65,3,2.58,Wygrali goście
